Bait	PreyGene	#Rep	#Pep	AvgP	BFDR
ACTB	CEP44	3	7	0.6902	0.1139
CTNNA1	CEP44	3	7	0.0943	0.4545
KRT8	CEP44	3	7	0.9524	0.0297
LMNA	CEP44	3	7	0.2348	0.3551
MAPRE3	CEP44	3	7	0.9058	0.0443
ACTB	CEP55	3	8	0.8802	0.0521
CTNNA1	CEP55	3	8	0.1933	0.3821
KRT8	CEP55	3	8	0.9699	0.0195
LMNA	CEP55	3	8	0.2795	0.3293
MAPRE3	CEP55	3	8	0.6789	0.1185
KRT8	CEP57	3	5	1.0000	0.0000
MAPRE3	CEP57	3	5	0.4444	0.2305
KRT8	CEP68	3	5	0.9611	0.0254
MAPRE3	CEP68	3	5	0.0623	0.4803
ACTB	CEP72	3	17	0.6903	0.1138
CTNNA1	CEP72	3	17	0.0468	0.4917
KRT8	CEP72	3	17	0.9668	0.0217
LMNA	CEP72	3	17	0.6257	0.1431
MAPRE3	CEP72	3	17	0.5266	0.1879
ACTB	CEP76	3	3	0.1076	0.4427
KRT8	CEP76	3	3	0.3163	0.3057
MAPRE3	CEP76	3	3	0.0997	0.4504
ACTB	CEP78	3	9	0.5619	0.1716
KRT8	CEP78	3	9	0.9856	0.0052
MAPRE3	CEP78	3	9	0.3929	0.2573
ACTB	CEP85	3	20	0.9397	0.0343
CTNNA1	CEP85	3	20	0.1834	0.3890
KRT8	CEP85	3	20	0.9846	0.0060
LMNA	CEP85	3	20	0.0701	0.4743
MAPRE3	CEP85	3	20	0.8785	0.0526
ACTB	CEP85L	3	6	0.0810	0.4660
KRT8	CEP85L	3	6	0.9605	0.0258
MAPRE3	CEP85L	3	6	0.5866	0.1613
ACTB	CEP89	3	5	0.2524	0.3450
CTNNA1	CEP89	3	5	0.0742	0.4714
KRT8	CEP89	3	5	0.5606	0.1723
MAPRE3	CEP89	3	5	0.0096	0.5204
ACTB	CEP95	3	8	0.3020	0.3159
KRT8	CEP95	3	8	0.9469	0.0318
LMNA	CEP95	3	8	0.1040	0.4466
MAPRE3	CEP95	3	8	0.2158	0.3670
ACTB	CEP97	3	21	0.9501	0.0306
CTNNA1	CEP97	3	21	0.4857	0.2094
KRT8	CEP97	3	21	0.9753	0.0148
LMNA	CEP97	3	21	0.2303	0.3577
MAPRE3	CEP97	3	21	0.9121	0.0425
ACTB	CEPT1	3	1	0.9359	0.0354
CTNNA1	CEPT1	3	1	0.7726	0.0855
KRT8	CEPT1	3	1	0.9726	0.0174
LMNA	CEPT1	3	1	0.9359	0.0354
MAPRE3	CEPT1	3	1	0.8746	0.0539
KRT8	CERS2	3	3	0.1335	0.4236
LMNA	CERS2	3	3	0.3226	0.3014
ACTB	CETN2	3	2	0.2662	0.3369
KRT8	CETN2	3	2	0.5597	0.1728
LMNA	CETN2	3	2	0.0767	0.4695
MAPRE3	CETN2	3	2	0.0028	0.5271
ACTB	CFAP20	3	4	0.0937	0.4549
KRT8	CFAP20	3	4	0.3964	0.2558
LMNA	CFAP20	3	4	0.6268	0.1427
MAPRE3	CFAP20	3	4	0.0441	0.4938
ACTB	CFAP298	3	4	0.0846	0.4628
KRT8	CFAP298	3	4	0.1818	0.3898
LMNA	CFAP298	3	4	0.0054	0.5244
ACTB	CFAP410	3	1	0.4614	0.2217
KRT8	CFAP97	3	3	0.3223	0.3017
MAPRE3	CFAP97	3	3	0.5670	0.1696
ACTB	CFDP1	3	6	0.4088	0.2502
LMNA	CFDP1	3	6	0.9342	0.0359
MAPRE3	CFDP1	3	6	0.4213	0.2433
ACTB	CFL1	3	9	0.4776	0.2136
CTNNA1	CFL1	3	9	0.1463	0.4156
KRT8	CFL1	3	9	0.7224	0.1018
LMNA	CFL1	3	9	0.3725	0.2686
MAPRE3	CFL1	3	9	0.0865	0.4611
KRT8	CGAS	3	5	0.6524	0.1308
LMNA	CGAS	3	5	0.2933	0.3216
MAPRE3	CGAS	3	5	0.0082	0.5216
ACTB	CGN	3	3	0.6424	0.1358
KRT8	CGN	3	3	0.0723	0.4728
ACTB	CGNL1	3	5	0.8672	0.0558
KRT8	CGNL1	3	5	0.8587	0.0585
ACTB	CHAF1A	3	10	0.0834	0.4637
KRT8	CHAF1A	3	10	0.0377	0.4988
LMNA	CHAF1A	3	10	0.7126	0.1049
ACTB	CHAF1B	3	2	0.2569	0.3422
KRT8	CHAF1B	3	2	0.1516	0.4121
LMNA	CHAF1B	3	2	0.4581	0.2235
MAPRE3	CHAF1B	3	2	0.0905	0.4574
ACTB	CHAMP1	3	29	0.5510	0.1766
CTNNA1	CHAMP1	3	29	0.0875	0.4603
KRT8	CHAMP1	3	29	0.2141	0.3681
LMNA	CHAMP1	3	29	0.9661	0.0224
MAPRE3	CHAMP1	3	29	0.4122	0.2482
CTNNA1	CHCHD3	3	1	0.0002	0.5326
LMNA	CHCHD3	3	1	0.0617	0.4807
ACTB	CHD1	3	29	0.3269	0.2986
CTNNA1	CHD1	3	29	0.0105	0.5194
KRT8	CHD1	3	29	0.4562	0.2247
LMNA	CHD1	3	29	0.9578	0.0273
MAPRE3	CHD1	3	29	0.2455	0.3490
ACTB	CHD1L	3	16	0.0992	0.4509
KRT8	CHD1L	3	16	0.0956	0.4533
LMNA	CHD1L	3	16	0.9721	0.0178
MAPRE3	CHD1L	3	16	0.0341	0.5013
LMNA	CHD2	3	6	0.2162	0.3666
ACTB	CHD3	3	26	0.1556	0.4093
CTNNA1	CHD3	3	26	0.0088	0.5211
KRT8	CHD3	3	26	0.1966	0.3802
LMNA	CHD3	3	26	0.8103	0.0734
MAPRE3	CHD3	3	26	0.1197	0.4330
ACTB	CHD4	3	78	0.6677	0.1227
CTNNA1	CHD4	3	78	0.1172	0.4349
KRT8	CHD4	3	78	0.5149	0.1935
LMNA	CHD4	3	78	0.9545	0.0287
MAPRE3	CHD4	3	78	0.6093	0.1506
ACTB	CHD6	3	41	0.0806	0.4662
CTNNA1	CHD6	3	41	0.0405	0.4969
KRT8	CHD6	3	41	0.0948	0.4539
LMNA	CHD6	3	41	0.8557	0.0592
MAPRE3	CHD6	3	41	0.0544	0.4863
ACTB	CHD7	3	18	0.0343	0.5011
LMNA	CHD7	3	18	0.8397	0.0641
ACTB	CHD8	3	40	0.2567	0.3424
CTNNA1	CHD8	3	40	0.0037	0.5261
KRT8	CHD8	3	40	0.2207	0.3635
LMNA	CHD8	3	40	0.9668	0.0217
MAPRE3	CHD8	3	40	0.2902	0.3234
ACTB	CHD9	3	24	0.0702	0.4742
KRT8	CHD9	3	24	0.1008	0.4495
LMNA	CHD9	3	24	0.8171	0.0713
ACTB	CHEK1	3	7	0.3260	0.2991
CTNNA1	CHEK1	3	7	0.0011	0.5301
KRT8	CHEK1	3	7	0.7152	0.1040
LMNA	CHEK1	3	7	0.6766	0.1193
MAPRE3	CHEK1	3	7	0.0400	0.4973
ACTB	CHERP	3	14	0.5848	0.1621
CTNNA1	CHERP	3	14	0.0530	0.4871
KRT8	CHERP	3	14	0.3100	0.3105
LMNA	CHERP	3	14	0.9471	0.0317
MAPRE3	CHERP	3	14	0.3610	0.2746
ACTB	CHLSN	3	3	0.2866	0.3255
KRT8	CHLSN	3	3	0.2504	0.3459
LMNA	CHLSN	3	3	0.5537	0.1756
MAPRE3	CHLSN	3	3	0.0468	0.4917
ACTB	CHML	3	2	0.1626	0.4041
CTNNA1	CHML	3	2	0.1408	0.4194
KRT8	CHML	3	2	0.4857	0.2094
LMNA	CHML	3	2	0.4752	0.2151
MAPRE3	CHML	3	2	0.1428	0.4179
KRT8	CHMP1A	3	2	0.1076	0.4427
ACTB	CHMP2B	3	2	0.6749	0.1199
KRT8	CHMP2B	3	2	0.6493	0.1322
LMNA	CHMP2B	3	2	0.0827	0.4646
MAPRE3	CHMP2B	3	2	0.3390	0.2848
ACTB	CHMP4A	3	1	0.2258	0.3602
KRT8	CHMP4A	3	1	0.2854	0.3266
ACTB	CHMP4B	3	5	0.7888	0.0803
CTNNA1	CHMP4B	3	5	0.0623	0.4803
KRT8	CHMP4B	3	5	0.8602	0.0579
LMNA	CHMP4B	3	5	0.7251	0.1009
MAPRE3	CHMP4B	3	5	0.4364	0.2348
ACTB	CHMP5	3	4	0.4911	0.2063
CTNNA1	CHMP5	3	4	0.1358	0.4223
KRT8	CHMP5	3	4	0.7983	0.0774
LMNA	CHMP5	3	4	0.5336	0.1846
MAPRE3	CHMP5	3	4	0.1746	0.3940
ACTB	CHMP7	3	13	0.9261	0.0385
CTNNA1	CHMP7	3	13	0.1244	0.4299
KRT8	CHMP7	3	13	0.9502	0.0306
MAPRE3	CHMP7	3	13	0.5568	0.1738
ACTB	CHORDC1	3	10	0.8239	0.0689
CTNNA1	CHORDC1	3	10	0.2395	0.3527
KRT8	CHORDC1	3	10	0.8927	0.0482
LMNA	CHORDC1	3	10	0.6236	0.1439
MAPRE3	CHORDC1	3	10	0.4129	0.2478
ACTB	CHP1	3	1	0.4923	0.2057
LMNA	CHP1	3	1	0.4257	0.2405
KRT8	CHRAC1	3	1	0.1882	0.3860
KRT8	CHRNA10	3	1	0.3333	0.2872
LMNA	CHRNA10	3	1	0.3333	0.2872
LMNA	CHTF18	3	7	0.7556	0.0907
ACTB	CHUK	3	7	0.3206	0.3028
KRT8	CHUK	3	7	0.5413	0.1806
LMNA	CHUK	3	7	0.0722	0.4728
MAPRE3	CHUK	3	7	0.2212	0.3633
KRT8	CIAO2A	3	2	0.0494	0.4901
LMNA	CIAO2A	3	2	0.0027	0.5273
MAPRE3	CIAO2A	3	2	0.0006	0.5311
ACTB	CIAO3	3	6	0.4642	0.2204
CTNNA1	CIAO3	3	6	0.4304	0.2376
KRT8	CIAO3	3	6	0.2647	0.3378
LMNA	CIAO3	3	6	0.7159	0.1039
MAPRE3	CIAO3	3	6	0.2606	0.3401
ACTB	CIAPIN1	3	9	0.9168	0.0410
CTNNA1	CIAPIN1	3	9	0.2870	0.3252
KRT8	CIAPIN1	3	9	0.9272	0.0381
LMNA	CIAPIN1	3	9	0.8208	0.0702
MAPRE3	CIAPIN1	3	9	0.4961	0.2035
ACTB	CIC	3	23	0.1381	0.4208
CTNNA1	CIC	3	23	0.0185	0.5133
KRT8	CIC	3	23	0.0535	0.4869
LMNA	CIC	3	23	0.9487	0.0311
MAPRE3	CIC	3	23	0.1126	0.4378
ACTB	CIP2A	3	24	0.9154	0.0414
CTNNA1	CIP2A	3	24	0.1942	0.3817
KRT8	CIP2A	3	24	0.9496	0.0308
LMNA	CIP2A	3	24	0.1744	0.3941
MAPRE3	CIP2A	3	24	0.5465	0.1782
ACTB	CISD1	3	4	0.7881	0.0806
CTNNA1	CISD1	3	4	0.0231	0.5093
KRT8	CISD1	3	4	0.6548	0.1298
LMNA	CISD1	3	4	0.5318	0.1855
MAPRE3	CISD1	3	4	0.2212	0.3633
ACTB	CISD2	3	4	0.8764	0.0533
CTNNA1	CISD2	3	4	0.6005	0.1546
KRT8	CISD2	3	4	0.8733	0.0542
LMNA	CISD2	3	4	0.9883	0.0037
MAPRE3	CISD2	3	4	0.8179	0.0711
ACTB	CIT	3	25	0.4593	0.2229
CTNNA1	CIT	3	25	0.0240	0.5086
KRT8	CIT	3	25	0.8959	0.0473
LMNA	CIT	3	25	0.4861	0.2092
MAPRE3	CIT	3	25	0.5480	0.1776
LMNA	CIZ1	3	3	0.2370	0.3539
ACTB	CKAP2	3	12	0.8442	0.0630
CTNNA1	CKAP2	3	12	0.0962	0.4529
KRT8	CKAP2	3	12	0.9404	0.0340
LMNA	CKAP2	3	12	0.4089	0.2502
MAPRE3	CKAP2	3	12	0.9947	0.0008
ACTB	CKAP2L	3	12	0.0018	0.5286
KRT8	CKAP2L	3	12	0.0254	0.5077
LMNA	CKAP2L	3	12	0.0303	0.5042
MAPRE3	CKAP2L	3	12	0.8375	0.0647
ACTB	CKAP4	3	21	0.9741	0.0159
CTNNA1	CKAP4	3	21	0.3805	0.2644
KRT8	CKAP4	3	21	0.9733	0.0166
LMNA	CKAP4	3	21	0.9658	0.0225
MAPRE3	CKAP4	3	21	0.9368	0.0351
ACTB	CKAP5	3	69	0.9440	0.0328
CTNNA1	CKAP5	3	69	0.4526	0.2264
KRT8	CKAP5	3	69	0.9548	0.0286
LMNA	CKAP5	3	69	0.3028	0.3153
MAPRE3	CKAP5	3	69	0.9773	0.0129
ACTB	CKB	3	1	0.1296	0.4264
KRT8	CKB	3	1	0.6885	0.1147
LMNA	CKB	3	1	0.0035	0.5264
ACTB	CLASP1	3	38	0.8342	0.0656
CTNNA1	CLASP1	3	38	0.0941	0.4546
KRT8	CLASP1	3	38	0.9783	0.0118
LMNA	CLASP1	3	38	0.0292	0.5049
MAPRE3	CLASP1	3	38	0.9956	0.0005
ACTB	CLASP2	3	43	0.9493	0.0309
CTNNA1	CLASP2	3	43	0.3514	0.2791
KRT8	CLASP2	3	43	0.9669	0.0217
LMNA	CLASP2	3	43	0.1305	0.4258
MAPRE3	CLASP2	3	43	0.9895	0.0030
LMNA	CLASRP	3	5	0.8812	0.0518
ACTB	CLCC1	3	4	0.2981	0.3184
CTNNA1	CLCC1	3	4	0.1947	0.3813
KRT8	CLCC1	3	4	0.1864	0.3869
LMNA	CLCC1	3	4	0.2013	0.3772
MAPRE3	CLCC1	3	4	0.1074	0.4429
LMNA	CLCN7	3	3	0.3331	0.2938
ACTB	CLEC16A	3	9	0.8101	0.0735
CTNNA1	CLEC16A	3	9	0.0902	0.4577
KRT8	CLEC16A	3	9	0.9422	0.0334
LMNA	CLEC16A	3	9	0.1712	0.3964
MAPRE3	CLEC16A	3	9	0.4467	0.2291
ACTB	CLIC1	3	5	0.6981	0.1104
CTNNA1	CLIC1	3	5	0.2620	0.3393
KRT8	CLIC1	3	5	0.8721	0.0545
LMNA	CLIC1	3	5	0.6226	0.1443
MAPRE3	CLIC1	3	5	0.3962	0.2559
ACTB	CLIC4	3	5	0.5268	0.1877
CTNNA1	CLIC4	3	5	0.2462	0.3486
KRT8	CLIC4	3	5	0.4146	0.2471
LMNA	CLIC4	3	5	0.1510	0.4124
MAPRE3	CLIC4	3	5	0.0256	0.5075
ACTB	CLINT1	3	17	0.9698	0.0196
CTNNA1	CLINT1	3	17	0.7685	0.0868
KRT8	CLINT1	3	17	0.9737	0.0163
LMNA	CLINT1	3	17	0.9482	0.0314
MAPRE3	CLINT1	3	17	0.9461	0.0321
ACTB	CLIP1	3	48	0.6720	0.1210
CTNNA1	CLIP1	3	48	0.0516	0.4883
KRT8	CLIP1	3	48	0.4814	0.2118
LMNA	CLIP1	3	48	0.0320	0.5028
MAPRE3	CLIP1	3	48	0.9767	0.0133
MAPRE3	CLIP4	3	2	0.8327	0.0664
LMNA	CLK2	3	3	0.7778	0.0837
MAPRE3	CLK2	3	3	0.1111	0.4387
ACTB	CLMN	3	7	0.8799	0.0522
CTNNA1	CLMN	3	7	0.2606	0.3401
KRT8	CLMN	3	7	0.8121	0.0725
MAPRE3	CLMN	3	7	0.0698	0.4746
ACTB	CLN3	3	1	0.1694	0.3980
KRT8	CLN3	3	1	0.8686	0.0556
LMNA	CLN3	3	1	0.0401	0.4973
ACTB	CLN6	3	2	0.2639	0.3381
CTNNA1	CLN6	3	2	0.0850	0.4625
KRT8	CLN6	3	2	0.7584	0.0900
LMNA	CLN6	3	2	0.1576	0.4077
MAPRE3	CLN6	3	2	0.1493	0.4136
ACTB	CLNS1A	3	2	0.2443	0.3502
CTNNA1	CLNS1A	3	2	0.1542	0.4104
KRT8	CLNS1A	3	2	0.4064	0.2513
LMNA	CLNS1A	3	2	0.2013	0.3772
MAPRE3	CLNS1A	3	2	0.0510	0.4890
KRT8	CLOCK	3	3	0.5544	0.1752
ACTB	CLP1	3	3	0.0322	0.5026
KRT8	CLP1	3	3	0.1161	0.4357
LMNA	CLP1	3	3	0.3197	0.3035
MAPRE3	CLP1	3	3	0.0181	0.5136
ACTB	CLPB	3	4	0.0672	0.4764
CTNNA1	CLPB	3	4	0.0022	0.5280
KRT8	CLPB	3	4	0.1316	0.4250
LMNA	CLPB	3	4	0.2069	0.3735
LMNA	CLPTM1	3	1	0.1330	0.4242
MAPRE3	CLPTM1	3	1	0.0031	0.5268
ACTB	CLPTM1L	3	8	0.8870	0.0501
CTNNA1	CLPTM1L	3	8	0.1438	0.4173
KRT8	CLPTM1L	3	8	0.9408	0.0338
LMNA	CLPTM1L	3	8	0.8652	0.0565
MAPRE3	CLPTM1L	3	8	0.4656	0.2197
ACTB	CLPX	3	12	0.3281	0.2980
CTNNA1	CLPX	3	12	0.0396	0.4976
KRT8	CLPX	3	12	0.9905	0.0022
LMNA	CLPX	3	12	0.4542	0.2254
MAPRE3	CLPX	3	12	0.1398	0.4198
ACTB	CLSPN	3	24	0.1498	0.4132
KRT8	CLSPN	3	24	0.2893	0.3240
LMNA	CLSPN	3	24	0.9811	0.0092
MAPRE3	CLSPN	3	24	0.1701	0.3974
ACTB	CLTA	3	1	0.7520	0.0918
CTNNA1	CLTA	3	1	0.0831	0.4642
KRT8	CLTA	3	1	0.8235	0.0691
LMNA	CLTA	3	1	0.7431	0.0950
MAPRE3	CLTA	3	1	0.2659	0.3371
ACTB	CLTC	3	55	0.9477	0.0316
CTNNA1	CLTC	3	55	0.3711	0.2693
KRT8	CLTC	3	55	0.9686	0.0205
LMNA	CLTC	3	55	0.9066	0.0441
MAPRE3	CLTC	3	55	0.8165	0.0714
ACTB	CLU	3	4	0.3333	0.2872
KRT8	CLU	3	4	0.1111	0.4387
ACTB	CLUH	3	15	0.3925	0.2576
CTNNA1	CLUH	3	15	0.2730	0.3330
KRT8	CLUH	3	15	0.9644	0.0234
LMNA	CLUH	3	15	0.2446	0.3498
MAPRE3	CLUH	3	15	0.3921	0.2578
ACTB	CMBL	3	5	0.3233	0.3008
CTNNA1	CMBL	3	5	0.3666	0.2717
KRT8	CMBL	3	5	0.1605	0.4055
LMNA	CMBL	3	5	0.2495	0.3465
MAPRE3	CMBL	3	5	0.1897	0.3848
ACTB	CMIP	3	3	0.0593	0.4825
KRT8	CMIP	3	3	0.1046	0.4460
ACTB	CMPK1	3	5	0.5158	0.1930
CTNNA1	CMPK1	3	5	0.0662	0.4772
KRT8	CMPK1	3	5	0.7469	0.0933
LMNA	CMPK1	3	5	0.4949	0.2040
MAPRE3	CMPK1	3	5	0.1737	0.3947
ACTB	CMSS1	3	1	0.0264	0.5070
LMNA	CMSS1	3	1	0.0067	0.5232
ACTB	CMTR1	3	36	0.8543	0.0595
CTNNA1	CMTR1	3	36	0.1631	0.4036
KRT8	CMTR1	3	36	0.6352	0.1388
LMNA	CMTR1	3	36	0.9675	0.0212
MAPRE3	CMTR1	3	36	0.7301	0.0995
ACTB	CNDP2	3	10	0.7550	0.0910
CTNNA1	CNDP2	3	10	0.1254	0.4293
KRT8	CNDP2	3	10	0.9456	0.0323
LMNA	CNDP2	3	10	0.2544	0.3437
MAPRE3	CNDP2	3	10	0.1039	0.4467
ACTB	CNN1	3	1	0.3333	0.2872
ACTB	CNN2	3	7	0.9369	0.0351
CTNNA1	CNN2	3	7	0.3224	0.3016
KRT8	CNN2	3	7	0.9164	0.0411
LMNA	CNN2	3	7	0.6828	0.1170
MAPRE3	CNN2	3	7	0.5508	0.1767
ACTB	CNN3	3	11	0.9690	0.0201
CTNNA1	CNN3	3	11	0.3235	0.3007
KRT8	CNN3	3	11	0.6206	0.1452
LMNA	CNN3	3	11	0.4974	0.2026
MAPRE3	CNN3	3	11	0.5213	0.1903
ACTB	CNNM3	3	3	0.1449	0.4166
KRT8	CNNM3	3	3	0.1104	0.4399
LMNA	CNNM3	3	3	0.0626	0.4800
ACTB	CNOT1	3	67	0.9724	0.0176
CTNNA1	CNOT1	3	67	0.3233	0.3008
KRT8	CNOT1	3	67	0.9719	0.0180
LMNA	CNOT1	3	67	0.3340	0.2869
MAPRE3	CNOT1	3	67	0.8575	0.0588
ACTB	CNOT10	3	6	0.3325	0.2949
KRT8	CNOT10	3	6	0.9246	0.0388
ACTB	CNOT11	3	2	0.1098	0.4405
KRT8	CNOT11	3	2	0.1696	0.3978
MAPRE3	CNOT11	3	2	0.0006	0.5311
ACTB	CNOT2	3	5	0.5063	0.1973
KRT8	CNOT2	3	5	0.6609	0.1282
LMNA	CNOT2	3	5	0.0232	0.5092
MAPRE3	CNOT2	3	5	0.0521	0.4878
ACTB	CNOT3	3	5	0.4645	0.2203
CTNNA1	CNOT3	3	5	0.0087	0.5213
KRT8	CNOT3	3	5	0.5219	0.1900
LMNA	CNOT3	3	5	0.0407	0.4968
MAPRE3	CNOT3	3	5	0.0995	0.4506
ACTB	CNOT4	3	3	0.0666	0.4769
KRT8	CNOT4	3	3	0.4302	0.2377
LMNA	CNOT4	3	3	0.0166	0.5145
ACTB	CNOT6L	3	4	0.4201	0.2440
CTNNA1	CNOT6L	3	4	0.1583	0.4072
KRT8	CNOT6L	3	4	0.5326	0.1851
LMNA	CNOT6L	3	4	0.0892	0.4585
MAPRE3	CNOT6L	3	4	0.3099	0.3107
ACTB	CNOT8	3	11	0.9611	0.0254
CTNNA1	CNOT8	3	11	0.5564	0.1740
KRT8	CNOT8	3	11	0.9720	0.0179
LMNA	CNOT8	3	11	0.7264	0.1006
MAPRE3	CNOT8	3	11	0.7718	0.0857
ACTB	CNOT9	3	5	0.6747	0.1200
CTNNA1	CNOT9	3	5	0.0246	0.5080
KRT8	CNOT9	3	5	0.4486	0.2282
MAPRE3	CNOT9	3	5	0.0864	0.4612
ACTB	CNP	3	6	0.7727	0.0854
CTNNA1	CNP	3	6	0.3914	0.2581
KRT8	CNP	3	6	0.9470	0.0318
LMNA	CNP	3	6	0.7812	0.0830
MAPRE3	CNP	3	6	0.4969	0.2029
ACTB	CNTLN	3	7	0.2827	0.3279
KRT8	CNTLN	3	7	0.7682	0.0870
MAPRE3	CNTLN	3	7	0.1234	0.4307
CTNNA1	CNTNAP1	3	2	0.1604	0.4056
ACTB	CNTRL	3	12	0.0151	0.5157
KRT8	CNTRL	3	12	0.9026	0.0454
LMNA	CNTRL	3	12	0.1089	0.4413
MAPRE3	CNTRL	3	12	0.0495	0.4900
ACTB	CNTROB	3	12	0.0939	0.4548
KRT8	CNTROB	3	12	0.9694	0.0199
MAPRE3	CNTROB	3	12	0.2294	0.3583
ACTB	COASY	3	3	0.3798	0.2648
CTNNA1	COASY	3	3	0.2187	0.3649
KRT8	COASY	3	3	0.3027	0.3155
LMNA	COASY	3	3	0.3144	0.3074
MAPRE3	COASY	3	3	0.1135	0.4373
ACTB	COBL	3	26	0.9964	0.0004
CTNNA1	COBL	3	26	0.1469	0.4153
KRT8	COBL	3	26	0.5269	0.1877
LMNA	COBL	3	26	0.0445	0.4934
MAPRE3	COBL	3	26	0.7636	0.0883
ACTB	COBLL1	3	30	0.9879	0.0039
CTNNA1	COBLL1	3	30	0.1916	0.3835
KRT8	COBLL1	3	30	0.6283	0.1418
MAPRE3	COBLL1	3	30	0.3141	0.3077
ACTB	COG1	3	36	0.9627	0.0244
CTNNA1	COG1	3	36	0.2915	0.3226
KRT8	COG1	3	36	0.9627	0.0244
LMNA	COG1	3	36	0.2944	0.3208
MAPRE3	COG1	3	36	0.8491	0.0615
ACTB	COG2	3	4	0.4987	0.2024
CTNNA1	COG2	3	4	0.0180	0.5137
KRT8	COG2	3	4	0.4716	0.2170
MAPRE3	COG2	3	4	0.0324	0.5025
ACTB	COG3	3	10	0.5439	0.1795
KRT8	COG3	3	10	0.6475	0.1330
LMNA	COG3	3	10	0.0468	0.4917
ACTB	COG4	3	25	0.7743	0.0849
CTNNA1	COG4	3	25	0.0208	0.5113
KRT8	COG4	3	25	0.9794	0.0107
LMNA	COG4	3	25	0.4784	0.2132
MAPRE3	COG4	3	25	0.1588	0.4068
KRT8	COG5	3	2	0.0738	0.4716
ACTB	COG7	3	9	0.3348	0.2864
KRT8	COG7	3	9	0.6888	0.1146
MAPRE3	COG7	3	9	0.1896	0.3849
ACTB	COG8	3	2	0.0607	0.4816
KRT8	COG8	3	2	0.0036	0.5262
ACTB	COIL	3	12	0.6780	0.1189
CTNNA1	COIL	3	12	0.2029	0.3761
KRT8	COIL	3	12	0.4537	0.2257
LMNA	COIL	3	12	0.8797	0.0523
MAPRE3	COIL	3	12	0.7113	0.1054
ACTB	COL12A1	3	8	0.3483	0.2807
CTNNA1	COL12A1	3	8	0.0033	0.5267
KRT8	COL12A1	3	8	0.4255	0.2407
LMNA	COL12A1	3	8	0.1275	0.4277
MAPRE3	COL12A1	3	8	0.1326	0.4243
ACTB	COL1A1	3	10	0.3789	0.2652
KRT8	COL1A1	3	10	0.4080	0.2507
ACTB	COL3A1	3	6	0.8943	0.0478
KRT8	COL3A1	3	6	0.2894	0.3240
LMNA	COL3A1	3	6	0.0123	0.5178
MAPRE3	COL3A1	3	6	0.2027	0.3762
ACTB	COL5A1	3	1	0.0700	0.4744
LMNA	COL5A1	3	1	0.0011	0.5301
ACTB	COMMD10	3	4	0.6959	0.1114
CTNNA1	COMMD10	3	4	0.2389	0.3530
KRT8	COMMD10	3	4	0.9276	0.0380
LMNA	COMMD10	3	4	0.8759	0.0535
MAPRE3	COMMD10	3	4	0.5268	0.1877
ACTB	COMMD2	3	2	0.3331	0.2938
KRT8	COMMD2	3	2	0.3332	0.2932
ACTB	COMMD3	3	2	0.1702	0.3972
KRT8	COMMD3	3	2	0.2255	0.3605
ACTB	COMMD4	3	4	0.5391	0.1818
KRT8	COMMD4	3	4	0.9606	0.0257
LMNA	COMMD4	3	4	0.2487	0.3473
MAPRE3	COMMD4	3	4	0.2059	0.3742
ACTB	COMMD8	3	6	0.8419	0.0635
KRT8	COMMD8	3	6	0.9201	0.0399
LMNA	COMMD8	3	6	0.8086	0.0741
MAPRE3	COMMD8	3	6	0.4541	0.2255
ACTB	COMMD9	3	3	0.1104	0.4399
KRT8	COMMD9	3	3	0.1109	0.4394
MAPRE3	COMMD9	3	3	0.1030	0.4478
ACTB	COMT	3	2	0.2756	0.3314
CTNNA1	COMT	3	2	0.1220	0.4317
KRT8	COMT	3	2	0.2519	0.3453
LMNA	COMT	3	2	0.3918	0.2580
MAPRE3	COMT	3	2	0.1355	0.4225
ACTB	COPA	3	41	0.9656	0.0227
CTNNA1	COPA	3	41	0.7506	0.0922
KRT8	COPA	3	41	0.9743	0.0157
LMNA	COPA	3	41	0.9360	0.0354
MAPRE3	COPA	3	41	0.9484	0.0312
ACTB	COPB1	3	43	0.8997	0.0463
CTNNA1	COPB1	3	43	0.5918	0.1587
KRT8	COPB1	3	43	0.9785	0.0116
LMNA	COPB1	3	43	0.9403	0.0340
MAPRE3	COPB1	3	43	0.5812	0.1635
ACTB	COPB2	3	11	0.6363	0.1382
CTNNA1	COPB2	3	11	0.0236	0.5089
KRT8	COPB2	3	11	0.9086	0.0434
LMNA	COPB2	3	11	0.2500	0.3463
MAPRE3	COPB2	3	11	0.1207	0.4325
ACTB	COPG1	3	17	0.8417	0.0635
CTNNA1	COPG1	3	17	0.3399	0.2844
KRT8	COPG1	3	17	0.9728	0.0172
LMNA	COPG1	3	17	0.7714	0.0859
MAPRE3	COPG1	3	17	0.5930	0.1580
ACTB	COPG2	3	6	0.9612	0.0254
CTNNA1	COPG2	3	6	0.0735	0.4719
KRT8	COPG2	3	6	0.5204	0.1908
LMNA	COPG2	3	6	0.1963	0.3804
MAPRE3	COPG2	3	6	0.0241	0.5085
ACTB	COPRS	3	1	0.1813	0.3902
KRT8	COPRS	3	1	0.3903	0.2587
LMNA	COPRS	3	1	0.0160	0.5151
MAPRE3	COPRS	3	1	0.0000	0.5341
ACTB	COPS2	3	7	0.4782	0.2133
CTNNA1	COPS2	3	7	0.0220	0.5104
KRT8	COPS2	3	7	0.6176	0.1466
LMNA	COPS2	3	7	0.3145	0.3073
