Bait	PreyGene	predicted_probability	FDR	background_flag_protein
KRT8	MBOAT7	0.6375	0.191753602	
KRT8	MBTD1	0	1	
KRT8	MCAM	0.008	1	
KRT8	MCC	0.7644	0.136908893	
KRT8	MCCC1	0.7346	0.155880736	likely background
KRT8	MCCC2	0.6807	0.160118577	likely background
KRT8	MCM10	0.4856	0.469896502	
KRT8	MCM2	0.6165	0.209540084	
KRT8	MCM3	0.6816	0.160118577	likely background
KRT8	MCM3AP	0.5834	0.241005127	
KRT8	MCM4	0.7372	0.15431751	
KRT8	MCM5	0.7427	0.149796372	likely background
KRT8	MCM6	0.7417	0.150478696	
KRT8	MCM7	0.9487	0.001915709	
KRT8	MCMBP	0.7077	0.160118577	
KRT8	MCPH1	0	1	
KRT8	MCRS1	0.0097	1	
KRT8	MCU	0.5382	0.350064452	
KRT8	MDC1	0.0002	1	
KRT8	MDH1	0.5299	0.356031959	
KRT8	MDN1	0.8445	0.040620384	
KRT8	MECOM	0.4296	0.557410229	
KRT8	MECP2	0	1	
KRT8	MED1	0.0002	1	
KRT8	MED12	0.5485	0.333607291	
KRT8	MED13	0.0057	1	
KRT8	MED13L	0	1	
KRT8	MED14	0.6715	0.163317916	
KRT8	MED15	0.7467	0.146326373	
KRT8	MED16	0.5917	0.227851498	
KRT8	MED17	0.535	0.350064452	
KRT8	MED23	0.4974	0.425157404	
KRT8	MED24	0	1	
KRT8	MED25	0.0057	1	
KRT8	MED26	0	1	
KRT8	MED27	0	1	
KRT8	MED30	0	1	
KRT8	MEF2D	0.0001	1	
KRT8	MELK	0.7932	0.128478497	
KRT8	MEMO1	0.6588	0.171358096	
KRT8	MEN1	0.7691	0.136908893	
KRT8	MEPCE	0.0455	1	
KRT8	MET	0.6362	0.192495223	
KRT8	METAP2	0	1	
KRT8	METTL13	0.7671	0.136908893	
KRT8	METTL2B	0.8063	0.106574887	
KRT8	MEX3A	0.5749	0.252438945	
KRT8	MFAP1	0	1	
KRT8	MFF	0.5742	0.253617571	
KRT8	MFN2	0.7941	0.128478497	
KRT8	MFSD10	0.5264	0.364978085	likely background
KRT8	MFSD3	0.7723	0.136908893	
KRT8	MGA	0.6036	0.219123399	
KRT8	MGLL	0	1	
KRT8	MGME1	0.7959	0.128478497	
KRT8	MGST1	0.6614	0.169769909	likely background
KRT8	MGST3	0.5459	0.340947713	likely background
KRT8	MIA3	0.795	0.128478497	
KRT8	MIB1	0.765	0.136908893	
KRT8	MICAL1	0.7308	0.156659856	
KRT8	MICAL2	0.6996	0.160118577	
KRT8	MICAL3	0.775	0.136908893	
KRT8	MICALL1	0.0098	1	
KRT8	MICALL2	0.7152	0.158189916	
KRT8	MID1IP1	0.6001	0.221908053	
KRT8	MIDEAS	0.0001	1	
KRT8	MIER1	0	1	
KRT8	MIER3	0	1	
KRT8	MIGA1	0.6846	0.160118577	
KRT8	MIIP	0.6794	0.160118577	
KRT8	MINDY3	0	1	
KRT8	MINK1	0.7724	0.136908893	likely background
KRT8	MIOS	0.6389	0.19002201	
KRT8	MIS12	0.7079	0.160118577	
KRT8	MIS18A	0.6313	0.196140036	likely background
KRT8	MIS18BP1	0.6884	0.160118577	
KRT8	MISP	0.7793	0.136908893	
KRT8	MKI67	0.0058	1	
KRT8	MKLN1	0.6071	0.216713724	
KRT8	MKS1	0.631	0.196402855	
KRT8	MLF2	0.6717	0.163317916	
KRT8	MLH1	0.5389	0.350064452	
KRT8	MLH3	0.4938	0.446032951	
KRT8	MLKL	0.6884	0.160118577	
KRT8	MLLT1	0	1	
KRT8	MLLT11	0	1	
KRT8	MLLT6	0	1	
KRT8	MLST8	0.6601	0.170453718	
KRT8	MMS19	0.7239	0.158189916	
KRT8	MMS22L	0.3707	0.613137326	
KRT8	MMTAG2	0	1	
KRT8	MMUT	0	1	
KRT8	MNAT1	0.0001	1	
KRT8	MNDA	0	1	
KRT8	MNT	0	1	
KRT8	MOB1A;MOB1B	0.5835	0.241005127	likely background
KRT8	MOCOS	0.6723	0.163317916	
KRT8	MOCS2	0.5421	0.350064452	
KRT8	MON2	0.7437	0.148920272	
KRT8	MORC2	0	1	
KRT8	MORC3	0	1	
KRT8	MORC4	0	1	
KRT8	MOSPD2	0	1	
KRT8	MOV10	0.6848	0.160118577	
KRT8	MPDZ	0.9576	0.001113586	
KRT8	MPG	0.7591	0.139948625	
KRT8	MPHOSPH10	0.064	1	
KRT8	MPHOSPH8	0	1	
KRT8	MPHOSPH9	0.7645	0.136908893	
KRT8	MPND	0	1	
KRT8	MPO	0	1	
KRT8	MPP1	0.5976	0.223549357	likely background
KRT8	MPRIP	0.7651	0.136908893	
KRT8	MRE11	0.7632	0.136908893	
KRT8	MRFAP1	0.5135	0.380093476	likely background
KRT8	MRI1	0.534	0.350462031	
KRT8	MROH1	0.6262	0.200706206	
KRT8	MRPL16	0.7194	0.158189916	
KRT8	MRPL19	0.7103	0.160118577	
KRT8	MRPL22	0.685	0.160118577	
KRT8	MRPL3	0.7153	0.158189916	likely background
KRT8	MRPL37	0.7088	0.160118577	
KRT8	MRPL39	0.5833	0.241204991	
KRT8	MRPL44	0.8818	0.016452442	
KRT8	MRPL45	0.7724	0.136908893	
KRT8	MRPL48	0.8334	0.058842548	
KRT8	MRPL53	0	1	
KRT8	MRPS17	0.8256	0.071246819	
KRT8	MRPS2	0.8138	0.090139442	
KRT8	MRPS23	0.8982	0.012217471	
KRT8	MRPS24	0.7701	0.136908893	
KRT8	MRPS27	0.7645	0.136908893	
KRT8	MRPS30	0.7625	0.136908893	
KRT8	MRPS31	0.9889	0	
KRT8	MRPS35	0.7636	0.136908893	
KRT8	MRPS5	0.7712	0.136908893	
KRT8	MRPS9	0.8841	0.015715034	
KRT8	MRRF	0.5511	0.328194696	
KRT8	MRTFA	0.7171	0.158189916	
KRT8	MRTFB	0.7307	0.156659856	
KRT8	MRTO4	0.8357	0.056578507	
KRT8	MSH2	0.7175	0.158189916	
KRT8	MSH3	0.7484	0.145427168	
KRT8	MSH6	0.7019	0.160118577	
KRT8	MSL1	0.0086	1	
KRT8	MSL3	0	1	
KRT8	MSMO1	0.541	0.350064452	
KRT8	MSN	0.8444	0.040620384	
KRT8	MSRB2	0.5069	0.389882084	likely background
KRT8	MSRB3	0.6839	0.160118577	
KRT8	MSTO1	0.704	0.160118577	
KRT8	MT-ATP8	0.5624	0.283831318	likely background
KRT8	MTA1	0.0032	1	
KRT8	MTA2	0.4994	0.417136738	
KRT8	MTAP	0.4887	0.462067712	
KRT8	MTCH1	0.7514	0.144366197	
KRT8	MTCH2	0.7076	0.160118577	likely background
KRT8	MTCL1	0.9609	0	
KRT8	MTCL2	0.7636	0.136908893	
KRT8	MTDH	0.0002	1	
KRT8	MTF1	0.4749	0.491521206	
KRT8	MTFR1	0	1	
KRT8	MTFR1L	0.5745	0.253134509	
KRT8	MTHFD1	0.7031	0.160118577	likely background
KRT8	MTHFD1L	0.7154	0.158189916	likely background
KRT8	MTMR1	0.7943	0.128478497	
KRT8	MTMR12	0.7307	0.156659856	
KRT8	MTMR2	0.7388	0.153133243	likely background
KRT8	MTMR3	0.8278	0.069374444	
KRT8	MTMR4	0.7123	0.158777387	
KRT8	MTMR6	0.658	0.171913446	
KRT8	MTMR9	0.648	0.181726908	
KRT8	MTNAP1	0.8993	0.012217471	
KRT8	MTO1	0.8196	0.078865174	
KRT8	MTOR	0.74	0.1516765	
KRT8	MTPAP	0.5725	0.257181214	
KRT8	MTPN	0.5168	0.380017538	likely background
KRT8	MTR	0.9529	0.001915709	
KRT8	MTREX	0.5473	0.337431299	
KRT8	MTRR	0.7407	0.151399031	
KRT8	MTSS2	0.5582	0.302218747	
KRT8	MTUS1	0.7709	0.136908893	likely background
KRT8	MUC12	0.7658	0.136908893	
KRT8	MUC5AC	0	1	
KRT8	MUC5B	0	1	
KRT8	MUS81	0.0001	1	
KRT8	MVB12A	0.6975	0.160118577	likely background
KRT8	MVD	0	1	
KRT8	MVP	0.7494	0.145427168	
KRT8	MYBBP1A	0.6033	0.219123399	
KRT8	MYBL2	0	1	
KRT8	MYCBP2	0.7307	0.156659856	
KRT8	MYH10	0.7691	0.136908893	
KRT8	MYH9	0.9639	0	
KRT8	MYL12A;MYL12B	0.5994	0.222164466	likely background
KRT8	MYL6	0.7345	0.155884165	likely background
KRT8	MYL9	0.7514	0.144366197	likely background
KRT8	MYLK	0	1	
KRT8	MYO10	0.94	0.002702703	
KRT8	MYO18A	0.6807	0.160118577	
KRT8	MYO19	0.8213	0.077801381	
KRT8	MYO1B	0.7284	0.157894737	
KRT8	MYO1C	0.7548	0.142644222	likely background
KRT8	MYO1E	0.7792	0.136908893	likely background
KRT8	MYO3B	0.7603	0.138784189	
KRT8	MYO5A	0.7025	0.160118577	
KRT8	MYO6	0.7748	0.136908893	likely background
KRT8	MYO9A	0.6962	0.160118577	
KRT8	MYO9B	0.821	0.077801381	
KRT8	MYOCD	0.763	0.136908893	
KRT8	MYOF	0.7055	0.160118577	
KRT8	MYPN	0.743	0.14900564	
KRT8	MYSM1	0	1	
KRT8	MYZAP	0.7682	0.136908893	
KRT8	MZT2A;MZT2B	0.5234	0.368012354	likely background
KRT8	N4BP1	0.7225	0.158189916	
KRT8	N4BP2	0.7645	0.136908893	
KRT8	N4BP2L2	0.5258	0.365557441	
KRT8	NAA10	0.7667	0.136908893	likely background
KRT8	NAA15	0.6137	0.211498559	
KRT8	NAA25	0.6846	0.160118577	
KRT8	NAA30	0.5387	0.350064452	
KRT8	NAA35	0.5053	0.391717776	
KRT8	NAA40	0.6666	0.165806188	
KRT8	NAA50	0.6114	0.213597202	
KRT8	NAA80	0.7103	0.160118577	
KRT8	NAB1	0.0077	1	
KRT8	NACA	0.6156	0.210181009	likely background
KRT8	NACC1	0.0103	1	
KRT8	NACC2	0	1	
KRT8	NADK2	0.6354	0.193511313	likely background
KRT8	NAE1	0.5973	0.223895891	
KRT8	NAF1	0.7484	0.145427168	
KRT8	NAGK	0.5512	0.327935298	
KRT8	NAMPT	0.6326	0.195110925	
KRT8	NAP1L1	0.8005	0.116092701	
KRT8	NAP1L4	0.727	0.158189916	
KRT8	NAPA	0.6793	0.160118577	
KRT8	NAPG	0.7097	0.160118577	likely background
KRT8	NARF	0	1	
KRT8	NARS1	0.5988	0.222354617	
KRT8	NASP	0.018	1	
KRT8	NAT10	0.754	0.142644222	
KRT8	NAV1	0.8211	0.077801381	
KRT8	NAV2	0.6603	0.170442523	
KRT8	NAV3	0	1	
KRT8	NBAS	0.5988	0.222369	
KRT8	NBEA	0.6825	0.160118577	
KRT8	NBEAL1	0.7939	0.128478497	
KRT8	NBEAL2	0.7182	0.158189916	
KRT8	NBN	0.0428	1	
KRT8	NBR1	0.8122	0.09039269	
KRT8	NCAPD2	0.7233	0.158189916	
KRT8	NCAPD3	0.8302	0.064634146	
KRT8	NCAPG	0.7423	0.150353774	
KRT8	NCAPG2	0.7144	0.158189916	
KRT8	NCAPH	0.7311	0.156659856	
KRT8	NCBP1	0.5364	0.350064452	
KRT8	NCBP3	0	1	
KRT8	NCCRP1	0	1	
KRT8	NCDN	0.6216	0.205974891	
KRT8	NCEH1	0.6143	0.210978299	
KRT8	NCK1	0.7488	0.145427168	likely background
KRT8	NCKAP1	0.7148	0.158189916	
KRT8	NCKAP5	0.8297	0.064634146	
KRT8	NCKAP5L	0.8698	0.019572144	
KRT8	NCKIPSD	0.5492	0.332414857	
KRT8	NCL	0.0097	1	likely background
KRT8	NCLN	0.6173	0.208833556	
KRT8	NCOA1	0	1	
KRT8	NCOA2	0.0561	1	
KRT8	NCOA3	0.0076	1	
KRT8	NCOA4	0.8298	0.064634146	
KRT8	NCOA5	0.5323	0.352478351	
KRT8	NCOA6	0	1	
KRT8	NCOA7	0.6798	0.160118577	
KRT8	NCOR1	0.5516	0.32690864	
KRT8	NCOR2	0.4758	0.489290169	
KRT8	NDC1	0.6488	0.181586125	
KRT8	NDC80	0.9656	0	
KRT8	NDE1	0.7205	0.158189916	
KRT8	NDEL1	0.8039	0.111239326	
KRT8	NDRG1	0.6715	0.163317916	
KRT8	NDRG3	0.6875	0.160118577	
KRT8	NDUFA10	0.853	0.030874098	
KRT8	NDUFA9	0.8805	0.017276423	
KRT8	NDUFAF2	0.9227	0.005192878	
KRT8	NDUFAF7	0.9889	0	
KRT8	NDUFS1	0.9814	0	
KRT8	NDUFS2	0.955	0.001113586	
KRT8	NDUFS3	0.7094	0.160118577	
KRT8	NDUFS7	0.7943	0.128478497	likely background
KRT8	NDUFS8	0.685	0.160118577	
KRT8	NDUFV1	0	1	
KRT8	NDUFV2	0.9031	0.012117347	
KRT8	NEBL	0	1	
KRT8	NECAP1	0.6297	0.198098811	
KRT8	NECAP2	0.8982	0.012217471	likely background
KRT8	NECTIN2	0	1	
KRT8	NEDD1	0.7938	0.128478497	
KRT8	NEDD4	0.5854	0.238170752	
KRT8	NEDD4L	0.5669	0.271930188	
KRT8	NEDD8	0.6145	0.210978299	likely background
KRT8	NEFH	0.933	0.003937008	
KRT8	NEIL3	0.5352	0.350064452	
KRT8	NEK1	0.7555	0.142511428	
KRT8	NEK4	0.6802	0.160118577	likely background
KRT8	NEK7	0.7591	0.140019011	likely background
KRT8	NEK9	0.7751	0.136908893	likely background
KRT8	NELFA	0.0001	1	
KRT8	NELFB	0.002	1	
KRT8	NELFCD	0.5583	0.301459369	
KRT8	NELFE	0.0056	1	
KRT8	NEMF	0.619	0.207729179	
KRT8	NES	0.9672	0	
KRT8	NETO2	0	1	
KRT8	NEXN	0.7306	0.15673507	
KRT8	NF1	0.7371	0.154354861	
KRT8	NF2	0.7522	0.144048328	
KRT8	NFAT5	0.5388	0.350064452	
KRT8	NFATC2IP	0	1	
KRT8	NFATC3	0.8128	0.09039269	
KRT8	NFATC4	0.6869	0.160118577	
KRT8	NFE2	0	1	
KRT8	NFIA	0	1	
KRT8	NFIB	0.5236	0.367832904	
KRT8	NFIC	0	1	
KRT8	NFIL3	0.0001	1	
KRT8	NFIX	0.0075	1	
KRT8	NFKB1	0.7692	0.136908893	
KRT8	NFKB2	0.7047	0.160118577	
KRT8	NFKBIE	0.5721	0.257995237	
KRT8	NFRKB	0.005	1	
KRT8	NFS1	0.6995	0.160118577	
KRT8	NFU1	0.5081	0.384238729	
KRT8	NFX1	0.6804	0.160118577	
KRT8	NGEF	0.573	0.25631769	
KRT8	NHERF1	0.6018	0.219868498	likely background
KRT8	NHERF2	0.5305	0.354835254	
KRT8	NHLRC2	0.5492	0.332414857	
KRT8	NHP2	0.552	0.325268564	likely background
KRT8	NHS	0.7484	0.145427168	
KRT8	NHSL1	0.7481	0.145953643	
KRT8	NHSL3	0.5812	0.245273181	
KRT8	NIBAN2	0.6647	0.166999187	
KRT8	NIF3L1	0.5515	0.327352412	likely background
KRT8	NIFK	0.5051	0.391864223	
KRT8	NIN	0.8264	0.070382074	
KRT8	NIP7	0.6678	0.164995714	
KRT8	NIPBL	0.5942	0.22577915	
KRT8	NISCH	0.6862	0.160118577	
KRT8	NIT1	0.0446	1	
KRT8	NIT2	0	1	
KRT8	NKRF	0.7613	0.137863507	
KRT8	NKTR	0	1	
KRT8	NLE1	0.6844	0.160118577	
KRT8	NLN	0.6007	0.221251743	
KRT8	NLRC5	0.0563	1	
KRT8	NMD3	0.5403	0.350064452	
KRT8	NME1	0.5997	0.222158409	likely background
KRT8	NMT1	0.5723	0.257564466	
KRT8	NMT2	0.5379	0.350064452	
KRT8	NNMT	0.6086	0.215808618	likely background
KRT8	NNT	0.7182	0.158189916	
KRT8	NOA1	0.7467	0.146326373	
KRT8	NOB1	0.7221	0.158189916	likely background
KRT8	NOC2L	0.6854	0.160118577	
KRT8	NOC3L	0.2333	1	
KRT8	NOC4L	0.4765	0.486986195	
KRT8	NOL10	0.6131	0.211927185	
KRT8	NOL11	0.5267	0.362892734	
KRT8	NOL6	0.4965	0.436821146	
KRT8	NOL8	0.0429	1	
KRT8	NOL9	0.5508	0.328837807	
KRT8	NOLC1	0.0002	1	
KRT8	NONO	0.7449	0.148393907	likely background
KRT8	NOP14	0.6807	0.160118577	
KRT8	NOP16	0.0667	1	
KRT8	NOP2	0.591	0.22884256	
KRT8	NOP53	0	1	
KRT8	NOP56	0.5337	0.351030724	
KRT8	NOP58	0.5938	0.225895725	
KRT8	NOP9	0.6848	0.160118577	
KRT8	NOSIP	0.4286	0.55811416	
KRT8	NOTCH2	0.7525	0.143553769	
KRT8	NPAT	0	1	
KRT8	NPC1	0.5076	0.385173576	
KRT8	NPEPPS	0.7506	0.145427168	likely background
KRT8	NPHP4	0.685	0.160118577	
KRT8	NPLOC4	0.7079	0.160118577	
KRT8	NPM1	0.3647	0.622876052	likely background
KRT8	NPRL3	0.5727	0.256534449	
KRT8	NQO1	0.7099	0.160118577	
KRT8	NR2C1	0	1	
KRT8	NR2C2	0	1	
KRT8	NR3C1	0.7493	0.145427168	likely background
KRT8	NRBP1	0.7144	0.158189916	
KRT8	NRDC	0.5936	0.225895725	likely background
KRT8	NRDE2	0	1	
KRT8	NRIP1	0.0004	1	
KRT8	NSA2	0.721	0.158189916	
KRT8	NSD1	0.0001	1	
KRT8	NSD2	0	1	
KRT8	NSD3	0	1	
KRT8	NSDHL	0.5231	0.368267047	
KRT8	NSF	0.7291	0.157285844	
KRT8	NSFL1C	0.5353	0.350064452	
KRT8	NSRP1	0.0096	1	
KRT8	NSUN2	0.7039	0.160118577	likely background
KRT8	NSUN5	0	1	
KRT8	NT5C2	0.6187	0.207928778	
KRT8	NT5DC1	0.5333	0.351776857	likely background
KRT8	NT5DC2	0.7243	0.158189916	
KRT8	NTHL1	0	1	
KRT8	NTPCR	0.6136	0.211498559	
KRT8	NUB1	0.532	0.352804426	likely background
KRT8	NUBP2	0.6263	0.20052523	
KRT8	NUCB2	0	1	
KRT8	NUDC	0.7865	0.135651887	likely background
KRT8	NUDCD1	0.685	0.160118577	
KRT8	NUDCD2	0.5709	0.261066154	likely background
KRT8	NUDCD3	0.7555	0.142511428	
KRT8	NUDT12	0.5062	0.391717776	
KRT8	NUDT16L1	0.5978	0.223394673	
KRT8	NUDT21	0.0011	1	
KRT8	NUDT5	0.7665	0.136908893	likely background
KRT8	NUDT9	0.066	1	
KRT8	NUF2	0.8083	0.102267246	
KRT8	NUFIP2	0.6537	0.176817499	likely background
KRT8	NUMA1	0.7097	0.160118577	
KRT8	NUMB	0.9319	0.003937008	
KRT8	NUMBL	0.6918	0.160118577	
KRT8	NUP107	0.8223	0.077449371	
KRT8	NUP133	0.7776	0.136908893	
KRT8	NUP153	0.0133	1	
KRT8	NUP155	0.8737	0.019321395	
KRT8	NUP160	0.9692	0	
KRT8	NUP188	0.9793	0	
KRT8	NUP205	0.8912	0.013225992	
KRT8	NUP210	0.685	0.160118577	
KRT8	NUP214	0.8451	0.0398956	likely background
KRT8	NUP35	0.703	0.160118577	
KRT8	NUP42	0.5102	0.381681838	
KRT8	NUP43	0.8274	0.069476744	
KRT8	NUP50	0.0084	1	
KRT8	NUP54	0.7575	0.141808382	
KRT8	NUP58	0.5251	0.365557441	
KRT8	NUP62	0.774	0.136908893	likely background
KRT8	NUP85	0.8278	0.069374444	
KRT8	NUP88	0.8086	0.101932367	
KRT8	NUP93	0.9195	0.005852231	
KRT8	NUP98	0.775	0.136908893	
KRT8	NUSAP1	0.5189	0.375479802	
KRT8	NVL	0.0004	1	
KRT8	NXF1	0.7472	0.146326373	
KRT8	NYAP2	0.6054	0.218321028	
KRT8	OAS3	0.7154	0.158189916	
KRT8	OAT	0.271	1	
KRT8	OBI1	0.5931	0.226120377	
KRT8	OBSL1	0.685	0.160118577	
KRT8	OCIAD1	0	1	
KRT8	OCRL	0.7928	0.128478497	likely background
KRT8	ODAD2	0.8298	0.064634146	
KRT8	ODF2	0.6481	0.181726908	
KRT8	ODF2L	0.7778	0.136908893	
KRT8	ODR4	0.6075	0.21644421	
KRT8	OFD1	0.9566	0.001113586	
KRT8	OGA	0.7617	0.137390275	
KRT8	OGFOD1	0	1	
KRT8	OGFR	0.4329	0.555943338	
KRT8	OGT	0.705	0.160118577	
KRT8	OIP5	0.7976	0.123860812	
KRT8	OLA1	0.5769	0.250378863	
KRT8	OPA1	0.6196	0.207325897	
KRT8	OPHN1	0.704	0.160118577	
KRT8	OPTN	0.5643	0.278977505	
KRT8	ORC1	0.5692	0.266019865	
KRT8	ORC2	0.0096	1	
KRT8	ORC3	0.0457	1	
KRT8	ORC4	0.6007	0.221328919	
KRT8	ORC5	0.5057	0.391717776	
KRT8	OSBP	0.685	0.160118577	
KRT8	OSBPL10	0.6993	0.160118577	
KRT8	OSBPL11	0.605	0.218779829	
KRT8	OSBPL3	0.6332	0.194716053	
KRT8	OSBPL6	0.7151	0.158189916	
KRT8	OSBPL8	0.6715	0.163317916	
KRT8	OSBPL9	0.6453	0.184406153	
KRT8	OSMR	0	1	
KRT8	OTUB1	0.5807	0.24585754	likely background
KRT8	OTUD4	0.7168	0.158189916	
KRT8	OTUD5	0.5758	0.251457789	
KRT8	OTUD7B	0.5549	0.315021821	
KRT8	OTULIN	0.4329	0.555943338	likely background
KRT8	OTULINL	0.7937	0.128478497	
KRT8	OXCT1	0.5414	0.350064452	
KRT8	OXR1	0.648	0.181726908	
KRT8	OXSR1	0.5648	0.277396348	
KRT8	P4HA2	0	1	
KRT8	P4HB	0.6648	0.166931579	likely background
KRT8	PA2G4	0	1	
KRT8	PAAT	0.7287	0.157894737	
KRT8	PABIR1	0	1	
KRT8	PABPC1	0.7813	0.136908893	likely background
KRT8	PABPC4	0.7623	0.136908893	likely background
KRT8	PABPN1	0.4626	0.527143422	likely background
KRT8	PACS1	0.7332	0.156309234	likely background
KRT8	PACSIN2	0.685	0.160118577	
KRT8	PACSIN3	0.5411	0.350064452	
KRT8	PAF1	0.0077	1	
KRT8	PAFAH1B1	0.5872	0.235576015	
KRT8	PAICS	0.7135	0.158413684	likely background
KRT8	PAIP1	0.6884	0.160118577	likely background
KRT8	PAK1IP1	0.4083	0.579881189	
KRT8	PAK2	0.8162	0.086202499	likely background
KRT8	PAK4	0.807	0.105150215	
KRT8	PALB2	0.0454	1	
KRT8	PALLD	0.7568	0.142358239	
KRT8	PALM	0	1	
KRT8	PALM2AKAP2	0.7363	0.154998959	
KRT8	PALMD	0.6893	0.160118577	
KRT8	PALS1	0.724	0.158189916	
KRT8	PALS2	0.6962	0.160118577	
KRT8	PAN2	0.6962	0.160118577	
KRT8	PAN3	0.6263	0.200475386	
KRT8	PANK4	0.7644	0.136908893	
KRT8	PAPOLA	0.7208	0.158189916	
KRT8	PAPOLG	0.0487	1	
KRT8	PAPSS1	0.5717	0.259289913	
KRT8	PAPSS2	0.7181	0.158189916	
KRT8	PARD3	0.7405	0.151399031	
KRT8	PARG	0.5405	0.350064452	
KRT8	PARK7	0.5591	0.296129985	likely background
KRT8	PARN	0	1	
KRT8	PARP1	0.57	0.263890641	
KRT8	PARP14	0.8214	0.077801381	
KRT8	PARP16	0	1	
KRT8	PARP2	0.5396	0.350064452	
KRT8	PARP4	0.8008	0.116014857	
KRT8	PARVA	0.6337	0.194716053	
KRT8	PARVB	0.7153	0.158189916	
KRT8	PASK	0.7156	0.158189916	
KRT8	PATJ	0.7778	0.136908893	
KRT8	PATL1	0.7841	0.136908893	
KRT8	PAWR	0.6199	0.20732075	
KRT8	PAXBP1	0.0096	1	
KRT8	PAXIP1	0	1	
KRT8	PAXX	0.5293	0.35683874	
KRT8	PBK	0.6618	0.169243168	
KRT8	PBRM1	0.0567	1	
KRT8	PBX1	0.5006	0.405325222	
KRT8	PBXIP1	0.0569	1	
KRT8	PC	0.8379	0.05102395	likely background
KRT8	PCBP1	0.7567	0.142358239	likely background
KRT8	PCBP2	0.7925	0.129456248	likely background
KRT8	PCCA	0.7579	0.14116329	likely background
KRT8	PCCB	0.7023	0.160118577	
KRT8	PCDH7	0.4563	0.53638119	
KRT8	PCF11	0.0033	1	
KRT8	PCID2	0.6938	0.160118577	
KRT8	PCIF1	0	1	
KRT8	PCM1	0.8632	0.023788927	
KRT8	PCMT1	0.6779	0.160323632	likely background
KRT8	PCNP	0.0062	1	
KRT8	PCNT	0.8734	0.019321395	
KRT8	PCNX3	0.5071	0.389290826	
KRT8	PCYOX1	0.6136	0.211498559	
KRT8	PCYT1A	0.0101	1	
KRT8	PDAP1	0.7814	0.136908893	likely background
KRT8	PDCD11	0.8211	0.077801381	
KRT8	PDCD2	0.7636	0.136908893	
KRT8	PDCD2L	0.6143	0.210978299	
KRT8	PDCD4	0.5924	0.227032062	
KRT8	PDCD5	0.6956	0.160118577	likely background
KRT8	PDCD6	0.6031	0.219123399	likely background
KRT8	PDCD6IP	0.6097	0.21480668	likely background
KRT8	PDCL	0.7278	0.157894737	likely background
KRT8	PDCL3	0.6151	0.210618539	
KRT8	PDE12	0.5146	0.380093476	
KRT8	PDE2A	0.9354	0.003937008	
KRT8	PDE3A	0.7843	0.136908893	likely background
KRT8	PDE3B	0.5405	0.350064452	
KRT8	PDE4D	0.6848	0.160118577	
KRT8	PDE4DIP	0.7786	0.136908893	
KRT8	PDE8A	0.5433	0.34760816	
KRT8	PDE8B	0.6975	0.160118577	
KRT8	PDHA1	0.6807	0.160118577	
KRT8	PDHB	0.6501	0.180038726	likely background
KRT8	PDIA3	0.5722	0.257708923	likely background
KRT8	PDIA4	0.5261	0.365557441	
KRT8	PDIA6	0.542	0.350064452	likely background
KRT8	PDLIM1	0.7781	0.136908893	
KRT8	PDLIM3	0.5236	0.367832904	
KRT8	PDLIM5	0.8342	0.058842548	
KRT8	PDLIM7	0.8672	0.020017794	
KRT8	PDP1	0.7429	0.149128661	
KRT8	PDS5A	0.528	0.360187861	
KRT8	PDS5B	0.5106	0.381069716	
KRT8	PDXDC1	0.6423	0.187136284	
KRT8	PDZD2	0.7645	0.136908893	
KRT8	PDZD8	0.5143	0.380093476	
KRT8	PEA15	0.6804	0.160118577	
KRT8	PEAK1	0.7645	0.136908893	
KRT8	PEBP1	0.6715	0.163317916	
KRT8	PEF1	0.5918	0.227776422	likely background
KRT8	PEG10	0.7066	0.160118577	
KRT8	PELO	0.6911	0.160118577	
KRT8	PELP1	0	1	
KRT8	PEPD	0.4014	0.585768127	
KRT8	PES1	0.0001	1	
KRT8	PEX1	0.7209	0.158189916	
KRT8	PEX11B	0.5816	0.244590417	
KRT8	PEX14	0.3383	0.699711884	
KRT8	PEX19	0.532	0.352804426	
KRT8	PEX5	0.7963	0.128478497	
KRT8	PEX6	0.6824	0.160118577	
KRT8	PFAS	0.7512	0.144660925	likely background
KRT8	PFDN2	0.6004	0.221584205	
KRT8	PFDN5	0.6806	0.160118577	
KRT8	PFDN6	0.7702	0.136908893	
KRT8	PFKFB2	0.519	0.375148149	
KRT8	PFKL	0.7567	0.142489901	
KRT8	PFKM	0.7929	0.128478497	likely background
KRT8	PFKP	0.787	0.135395875	likely background
KRT8	PFN1	0.5539	0.318712059	likely background
KRT8	PFN2	0.4281	0.558478303	likely background
KRT8	PGAM1	0.5577	0.304567242	likely background
KRT8	PGAM5	0.6881	0.160118577	likely background
KRT8	PGD	0.7484	0.145427168	
KRT8	PGK1	0.5786	0.248631813	likely background
KRT8	PGLS	0.0096	1	likely background
KRT8	PGP	0	1	
KRT8	PGRMC1	0.6988	0.160118577	likely background
KRT8	PGRMC2	0.7069	0.160118577	likely background
KRT8	PHACTR2	0.559	0.296640472	
KRT8	PHACTR4	0.5792	0.248200635	
KRT8	PHAF1	0.7653	0.136908893	likely background
KRT8	PHAX	0.007	1	
KRT8	PHB1	0.7324	0.156629742	likely background
KRT8	PHB2	0.8129	0.09039269	
KRT8	PHC1	0	1	
KRT8	PHC2	0	1	
KRT8	PHC3	0	1	
